sample_name	sample_name_original	sample_type	collection_timestamp	country	depth_sample	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	empo_salinity	empo_v2_2	empo_v2_3a	empo_v2_3b	empo_v2_4a	empo_v2_4b	empo_4	env_biome	env_feature	env_material	env_package	geo_loc_name	host_subject_id	host_scientific_name	latitude	longitude	project_name	scientific_name
13114.king.27.s006	King27.Edge.1.3.8.10	soil	4/24/14 0:00	USA - Hawaii	not provided	sub-surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Edge1.3.8_10	not applicable	19.388694	-155.249333	Puhimau succession study	soil metagenome
13114.king.27.s007	King27.Edge.2.1.8.10	soil	4/24/14 0:00	USA - Hawaii	not provided	sub-surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Edge2.1.8_10	not applicable	19.390167	-155.247417	Puhimau succession study	soil metagenome
13114.king.27.s008	King27.Edge.2.2.8.10	soil	4/24/14 0:00	USA - Hawaii	not provided	sub-surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Edge2.2.8_10	not applicable	19.390167	-155.247417	Puhimau succession study	soil metagenome
13114.king.27.s009	King27.Edge.2.3.8.10	soil	4/24/14 0:00	USA - Hawaii	not provided	sub-surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Edge2.3.8_10	not applicable	19.390167	-155.247417	Puhimau succession study	soil metagenome
13114.king.27.s010	King27.Forest.1.0.2	soil	4/24/14 0:00	USA - Hawaii	not provided	surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Forest.1.0_2	not applicable	19.389305	-155.2485	Puhimau succession study	soil metagenome
13114.king.27.s011	King27.Forest.1.8.10	soil	4/24/14 0:00	USA - Hawaii	not provided	sub-surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Forest.1.8_10	not applicable	19.389305	-155.2485	Puhimau succession study	soil metagenome
13114.king.27.s012	King27.Forest.2.0.2	soil	4/24/14 0:00	USA - Hawaii	not provided	surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Forest.2.0_2	not applicable	19.389305	-155.2485	Puhimau succession study	soil metagenome
13114.king.27.s013	King27.Forest.2.8.10	soil	4/24/14 0:00	USA - Hawaii	not provided	sub-surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Forest.2.8_10	not applicable	19.389305	-155.2485	Puhimau succession study	soil metagenome
13114.king.27.s014	King27.Forest.3.0.2	soil	4/24/14 0:00	USA - Hawaii	not provided	surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Forest.3.0_2	not applicable	19.389305	-155.2485	Puhimau succession study	soil metagenome
13114.king.27.s015	King27.Forest.3.8.10	soil	4/24/14 0:00	USA - Hawaii	not provided	sub-surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Forest.3.8_10	not applicable	19.389305	-155.2485	Puhimau succession study	soil metagenome
13114.king.27.s016	King27.Thermal.1.0.2	soil	4/24/14 0:00	USA - Hawaii	not provided	surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Thermal.1.0_2	not applicable	19.389389	-155.25	Puhimau succession study	soil metagenome
13114.king.27.s017	King27.Thermal.1.8.10	soil	4/24/14 0:00	USA - Hawaii	not provided	sub-surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Thermal.1.8_10	not applicable	19.389389	-155.25	Puhimau succession study	soil metagenome
13114.king.27.s018	King27.Thermal.2.0.2	soil	4/24/14 0:00	USA - Hawaii	not provided	surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Thermal.2.0_2	not applicable	19.389389	-155.25	Puhimau succession study	soil metagenome
13114.king.27.s019	King27.Thermal.2.8.10	soil	4/24/14 0:00	USA - Hawaii	not provided	sub-surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Thermal.2.8_10	not applicable	19.389389	-155.25	Puhimau succession study	soil metagenome
13114.king.27.s020	King27.Thermal.3.0.2	soil	4/24/14 0:00	USA - Hawaii	not provided	surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Thermal.3.0_2	not applicable	19.389389	-155.25	Puhimau succession study	soil metagenome
13114.king.27.s021	King27.Thermal.3.8.10	soil	4/24/14 0:00	USA - Hawaii	not provided	sub-surface soil	1500	King	27	King27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Thermal.3.8_10	not applicable	19.389389	-155.25	Puhimau succession study	soil metagenome
13114.Kshtrika1.misc.103	Kshtrika1.misc.103	oil	7/28/16 0:00	USA - New Mexico	Missing: Restricted access	subsurface oil from Biota	1033.4	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of New Mexico:City of Artesia	Kshtrika1.misc.103	not applicable	32.8	-104.4	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.1977	Kshtrika1.misc.1977	oil	3/30/16 0:00	USA - New Mexico	Missing: Restricted access	subsurface oil from Biota	1033.4	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of New Mexico:City of Artesia	Kshtrika1.misc.1977	not applicable	32.8	-104.4	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.1981	Kshtrika1.misc.1981	oil	3/30/16 0:00	USA - New Mexico	Missing: Restricted access	subsurface oil from Biota	1033.4	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of New Mexico:City of Artesia	Kshtrika1.misc.1981	not applicable	32.8	-104.4	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.2026	Kshtrika1.misc.2026	oil	9/26/15 0:00	USA - Texas	Missing: Restricted access	subsurface oil from Biota	845.9	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of Texas:City of Midland	Kshtrika1.misc.2026	not applicable	32.0	-102.1	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.2033.P1	Kshtrika1.misc.2033.P1	oil	9/26/15 0:00	USA - Texas	Missing: Restricted access	subsurface oil from Biota	845.9	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of Texas:City of Midland	Kshtrika1.misc.2033	not applicable	32.0	-102.1	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.2033.P3	Kshtrika1.misc.2033.P3	oil	9/26/15 0:00	USA - Texas	Missing: Restricted access	subsurface oil from Biota	845.9	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of Texas:City of Midland	Kshtrika1.misc.2033	not applicable	32.0	-102.1	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.2063	Kshtrika1.misc.2063	oil	1/13/16 0:00	USA - Texas	Missing: Restricted access	subsurface oil from Biota	845.9	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of Texas:City of Midland	Kshtrika1.misc.2063	not applicable	32.0	-102.1	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.2065.P1	Kshtrika1.misc.2065.P1	oil	1/13/16 0:00	USA - Texas	Missing: Restricted access	subsurface oil from Biota	845.9	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of Texas:City of Midland	Kshtrika1.misc.2065	not applicable	32.0	-102.1	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.2065.P4	Kshtrika1.misc.2065.P4	oil	1/13/16 0:00	USA - Texas	Missing: Restricted access	subsurface oil from Biota	845.9	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of Texas:City of Midland	Kshtrika1.misc.2065	not applicable	32.0	-102.1	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.2069	Kshtrika1.misc.2069	oil	1/13/16 0:00	USA - Texas	Missing: Restricted access	subsurface oil from Biota	845.9	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of Texas:City of Midland	Kshtrika1.misc.2069	not applicable	32.0	-102.1	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.360	Kshtrika1.misc.360	oil	7/30/16 0:00	USA - New Mexico	Missing: Restricted access	subsurface oil from Biota	1033.4	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of New Mexico:City of Artesia	Kshtrika1.misc.360	not applicable	32.8	-104.4	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.362.P1	Kshtrika1.misc.362.P1	oil	7/30/16 0:00	USA - New Mexico	Missing: Restricted access	subsurface oil from Biota	1033.4	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of New Mexico:City of Artesia	Kshtrika1.misc.362	not applicable	32.8	-104.4	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.362.P5	Kshtrika1.misc.362.P5	oil	7/30/16 0:00	USA - New Mexico	Missing: Restricted access	subsurface oil from Biota	1033.4	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of New Mexico:City of Artesia	Kshtrika1.misc.362	not applicable	32.8	-104.4	B2014.1/B2016.1	oil field metagenome
13114.Kshtrika1.misc.600	Kshtrika1.misc.600	oil	3/31/16 0:00	USA - New Mexico	Missing: Restricted access	subsurface oil from Biota	1033.4	Kshtrika	1	Kshtrika1	Biota oil (B2014.1 and B2016.1)	EMP sample	Free-living	Non-saline	Subsurface (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Aqueous (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	Subsurface (non-saline)	desert biome	oil reservior	petroleum	misc environment	United States of America:State of New Mexico:City of Artesia	Kshtrika1.misc.600	not applicable	32.8	-104.4	B2014.1/B2016.1	oil field metagenome
13114.macrae.crerar.3.s001	MacRae3.soil.1	soil	07/09/2012 15:12	Mongolia	0.05	Northern Mongolian soil 454	1741	MacRae-Crerar	3	MacRae-Crerar3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	Mongolia	B09.OTC.N.W.V.2012b.XX	not applicable	51.018494	100.751786	NSF PIRE Mongolia Project	soil metagenome
13114.macrae.crerar.3.s002	MacRae3.soil.2	soil	07/09/2012 15:05	Mongolia	0.05	Northern Mongolian soil 455	1741	MacRae-Crerar	3	MacRae-Crerar3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	Mongolia	B09.CON.N.W.V.2012b.XX	not applicable	51.018494	100.751786	NSF PIRE Mongolia Project	soil metagenome
13114.macrae.crerar.3.s003	MacRae3.soil.3	soil	07/09/2012 15:17	Mongolia	0.05	Northern Mongolian soil 456	1741	MacRae-Crerar	3	MacRae-Crerar3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	Mongolia	B09.OTC.N.N.V.2012b.XX	not applicable	51.018494	100.751786	NSF PIRE Mongolia Project	soil metagenome
13114.macrae.crerar.3.s004	MacRae3.soil.4	soil	07/09/2012 14:59	Mongolia	0.05	Northern Mongolian soil 457	1741	MacRae-Crerar	3	MacRae-Crerar3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	Mongolia	B09.CON.N.N.V.2012b.XX	not applicable	51.018494	100.751786	NSF PIRE Mongolia Project	soil metagenome
13114.macrae.crerar.3.s005	MacRae3.soil.5	soil	07/09/2012 14:15	Mongolia	0.05	Northern Mongolian soil 460	1747	MacRae-Crerar	3	MacRae-Crerar3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	Mongolia	B10.OTC.N.W.V.2012b.XX	not applicable	51.018194	100.75225	NSF PIRE Mongolia Project	soil metagenome
13114.macrae.crerar.3.s006	MacRae3.soil.6	soil	07/09/2012 14:20	Mongolia	0.05	Northern Mongolian soil 461	1747	MacRae-Crerar	3	MacRae-Crerar3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	Mongolia	B10.CON.N.W.V.2012b.XX	not applicable	51.018194	100.75225	NSF PIRE Mongolia Project	soil metagenome
13114.macrae.crerar.3.s007	MacRae3.soil.7	soil	07/09/2012 14:38	Mongolia	0.05	Northern Mongolian soil 462	1747	MacRae-Crerar	3	MacRae-Crerar3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	Mongolia	B10.OTC.N.N.V.2012b.XX	not applicable	51.018194	100.75225	NSF PIRE Mongolia Project	soil metagenome
13114.macrae.crerar.3.s008	MacRae3.soil.8	soil	07/09/2012 14:32	Mongolia	0.05	Northern Mongolian soil 463	1747	MacRae-Crerar	3	MacRae-Crerar3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	Mongolia	B10.CON.N.N.V.2012b.XX	not applicable	51.018194	100.75225	NSF PIRE Mongolia Project	soil metagenome
13114.macrae.crerar.3.s009	MacRae3.soil.9	soil	07/09/2012 13:59	Mongolia	0.05	Northern Mongolian soil 466	1735	MacRae-Crerar	3	MacRae-Crerar3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	Mongolia	B11.OTC.N.W.V.2012b.XX	not applicable	51.018122	100.752322	NSF PIRE Mongolia Project	soil metagenome
13114.macrae.crerar.3.s010	MacRae3.soil.10	soil	07/09/2012 13:42	Mongolia	0.05	Northern Mongolian soil 467	1735	MacRae-Crerar	3	MacRae-Crerar3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	Mongolia	B11.CON.N.W.V.2012b.XX	not applicable	51.018122	100.752322	NSF PIRE Mongolia Project	soil metagenome
13114.macrae.crerar.3.s011	MacRae3.soil.11	soil	07/09/2012 14:05	Mongolia	0.05	Northern Mongolian soil 468	1735	MacRae-Crerar	3	MacRae-Crerar3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	Mongolia	B11.OTC.N.N.V.2012b.XX	not applicable	51.018122	100.752322	NSF PIRE Mongolia Project	soil metagenome
13114.macrae.crerar.3.s012	MacRae3.soil.12	soil	07/09/2012 13:34	Mongolia	0.05	Northern Mongolian soil 469	1735	MacRae-Crerar	3	MacRae-Crerar3	Mongolia soils (NSF PIRE)	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	montane grasslands and shrubland biome	steppe soil	soil	soil	Mongolia	B11.CON.N.N.V.2012b.XX	not applicable	51.018122	100.752322	NSF PIRE Mongolia Project	soil metagenome
13114.makhalanyane.46.s001	Makhalanyane46.TGP1	soil	04/07/2014 0:00	Namibia	not provided	Gravel sample from Namibia	70	Makhalanyane	46	Makhalanyane46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	Namibia	TGP1	not applicable	-22.97918333	14.5836	Namibia gravel plain	soil metagenome
13114.makhalanyane.46.s002	Makhalanyane46.TGP3	soil	04/07/2014 0:00	Namibia	not provided	Gravel sample from Namibia	279	Makhalanyane	46	Makhalanyane46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	Namibia	TGP3	not applicable	-23.01486667	14.76665	Namibia gravel plain	soil metagenome
13114.makhalanyane.46.s003	Makhalanyane46.TGP5	soil	04/07/2014 0:00	Namibia	not provided	Gravel sample from Namibia	457	Makhalanyane	46	Makhalanyane46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	Namibia	TGP5	not applicable	-23.03523333	14.94998333	Namibia gravel plain	soil metagenome
13114.makhalanyane.46.s004	Makhalanyane46.TGP7	soil	04/07/2014 0:00	Namibia	not provided	Gravel sample from Namibia	605	Makhalanyane	46	Makhalanyane46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	Namibia	TGP7	not applicable	-23.09958333	15.12813333	Namibia gravel plain	soil metagenome
13114.makhalanyane.46.s005	Makhalanyane46.TGP9	soil	04/07/2014 0:00	Namibia	not provided	Gravel sample from Namibia	717	Makhalanyane	46	Makhalanyane46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	Namibia	TGP9	not applicable	-23.19601667	15.2782	Namibia gravel plain	soil metagenome
13114.makhalanyane.46.s006	Makhalanyane46.TGP11	soil	04/07/2014 0:00	Namibia	not provided	Gravel sample from Namibia	859	Makhalanyane	46	Makhalanyane46	Namibia gravel plain gradient soils	EMP sample	Free-living	Non-saline	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	Soil (non-saline)	tropical desert biome	gravel field	gravel	soil	Namibia	TGP11	not applicable	-23.2912	15.4427	Namibia gravel plain	soil metagenome
